LASzip LASzip2
rcm rcs
rcm rcu
rcm rnm
rcm rpm
rcon rconc
rcon recon
rcp rcs
rcp rcu
rcp rep
rcp rgp
rcp rnp
rcp rp
rcp rxp
rcp xcp
rcs rcu
rcs rns
rcs rocs
rcs rs
rcs scs
rcs vcs
rdap rdup
rdap reap
rdesktop tdesktop
rdfind refind
rdocker udocker
re-flex reflex
re2 re2c
re2 red
re2 reg
re2 rep
re2 rex
re2 rke2
reader reaper
reader xreader
realm realmd
reap rep
rebar rebar3
reckon recon
reco recon
reco redo
reco reno
recode renode
red redo
red redu
red reg
red rep
red rex
red rod
red ted
red xed
red yed
red zed
redact redict
redir redis
redli redlib
redo redu
redo reno
redu redux
refind refine
refind remind
reg rep
reg rex
reg rig
reg rmg
regctl remctl
regname rename
remarkable-toolchain remarkable2-toolchain
reno zeno
renoise rnnoise
rep rex
rep rgp
rep rnp
rep rp
rep rxp
rep vep
rep-grep repgrep
repgrep ripgrep
reptor reptyr
resgate restate
restate ristate
restic rustic
restool retool
rex rexi
rex rgx
rex rtx
rex rx
rfc roc
rfc rwc
rgl rgp
rgl rgx
rgl rml
rgl rpl
rgp rgx
rgp rnp
rgp rp
rgp rxp
rgx rgxg
rgx rtx
rgx rx
ries ripes
riff ruff
rig rio
rig rmg
rig sig
rig tig
rig zig
rinetd xinetd
rio tio
rio wio
river rivet
river rover
rke rke2
rke rye
rkvm rvvm
rlog xlog
rlog zlog
rmate tmate
rmate zmate
rmenu smenu
rmenu wmenu
rmenu xmenu
rmg rml
rmg rmw
rml rmw
rml rpl
rml tml
rml wml
rmlint rslint
rmount umount
rmw rw
rng-tools rtg-tools
rnm rnp
rnm rnr
rnm rns
rnm rnv
rnm rpm
rnote rote
rnote vnote
rnp rnr
rnp rns
rnp rnv
rnp rp
rnp rxp
rnp unp
rnr rns
rnr rnv
rnr rr
rns rnv
rns rs
robo rojo
roc rocs
roc rod
roc rwc
rockbox-utility rockbox_utility
rocmPackages rocqPackages
rocs rops
rod zod
rofi tofi
rofi wofi
rofi yofi
rofi-emoji wofi-emoji
rofi-pass wofi-pass
rofi-power-menu wofi-power-menu
ronin ronn
ronn runn
root root5
root rott
root toot
ropr rops
rops sops
rot8 rote
rot8 rotp
rot8 rott
rote rotp
rote rott
rotp rott
round rund
rp rpl
rp rpm
rp rq
rp rr
rp rs
rp rt
rp rw
rp rx
rp rxp
rp up
rp vp
rpl rply
rpl rpm
rpl spl
rpm wpm
rq rr
rq rs
rq rt
rq rw
rq rx
rq sq
rq xq
rq xrq
rq yq
rq zq
rqlite sqlite
rr rs
rr rt
rr rw
rr rx
rrsync rsync
rs rt
rs rw
rs rx
rs ts
rs zs
rsass sass
rset xset
rsnapshot snapshot
rsop rtop
rstfmt rustfmt
rsync rsyncy
rsync sync
rsync usync
rsync zsync
rt rtk
rt rtx
rt rtz
rt rw
rt rx
rt srt
rt st
rt t
rt tt
rt ut
rt wt
rtags ttags
rtags ztags
rtk rtx
rtk rtz
rtk tk
rtk vtk
rtk wtk
rtop ttop
rtorrent rutorrent
rtorrent storrent
rtrlib trlib
rtrtr rttr
rtss russ
rttr sttr
rtx rtz
rtx rx
rtz rvz
rtz tz
rubik rubiks
rucola ruqola
ruff rufo
run runc
run rund
run rune
run runn
runc rund
runc rune
runc runn
rund rune
rund runmd
rund runn
rune runme
rune runn
rune rure
runiq runit
runit unit
runit zunit
runmd runme
runzip unzip
rure ruri
ruri uri
rush russ
rush rust
rush wush
rush-parallel rust-parallel
russ rust
rust rustc
rust-bindgen rust-cbindgen
rustc rustic
rustcast rustcat
rusti-cal rustical
rustup rustus
rw rwc
rw rx
rwalk walk
rwc swc
rwc uwc
rx rxp
rx sx
rx trx
rx urx
rx yx
rx zx
rzip szip
rzip zip
rzls zls
s-tar star
s3cmd s4cmd
s3cmd s5cmd
s3fs s3rs
s3proxy smproxy
s4cmd s5cmd
s5 s6
s5 s7
s5 sc
s5 sd
s5 sl
s5 so
s5 sq
s5 st
s5 su
s5 sx
s6 s7
s6 sc
s6 sd
s6 sl
s6 so
s6 sq
s6 st
s6 su
s6 sx
s7 sc
s7 sd
s7 sl
s7 so
s7 sq
s7 st
s7 su
s7 sx
sacad sacd
sacc sacd
sacc scc
sacc sdcc
sacd sad
sad sd
sad snd
sad wad
sad yad
safe sage
saga sage
sage usage
sail sil
sail soil
sail suil
saldl saldo
salt salut
sam-ba samba
samba samba4
samba4Full sambaFull
sammler sampler
samtools semtools
sass sassc
sass spass
sass ssss
saxon saxonb
saxon_11-he saxon_12-he
sbc sbcl
sbc sbs
sbc sbt
sbc sby
sbc sc
sbc scc
sbc sec
sbc shc
sbc sic
sbc smc
sbc src
sbc stc
sbc swc
sbcl sbctl
sbctl zbctl
sbs sbt
sbs sby
sbs scs
sbs sks
sbt sby
sbt sct
sbt sit
sbt srt
sbt st
sbt stt
sbt swt
sby sly
sc scc
sc scs
sc sct
sc scx
sc sd
sc sec
sc shc
sc sic
sc sl
sc smc
sc so
sc sq
sc src
sc st
sc stc
sc su
sc swc
sc sx
sc vc
sc xc
scala scalp
scala-cli scalr-cli
scc scs
scc sct
scc scx
scc sdcc
scc sec
scc shc
scc sic
scc smc
scc src
scc stc
scc swc
scc ucc
scc wcc
schemes schemesh
scid scip
scid snid
scip snip
scip spip
scip szip
scitoken-cpp scitokens-cpp
scli tscli
scour scout
scs scsh
scs sct
scs scx
scs sks
scs sxcs
scs vcs
scsh sesh
scsh sish
scsh sqsh
scsh tcsh
scsh vcsh
sct scx
sct sit
sct srt
sct st
sct stt
sct swt
sct xsct
scx sox
scx sx
scx ucx
sd sl
sd snd
sd so
sd sq
sd st
sd su
sd sx
sd td
sd xd
sdate skate
sdcc sdcv
sec see
sec sem
sec shc
sec sic
sec smc
sec src
sec stc
sec swc
see seer
see sem
see xee
see zee
seer seerr
seer sewer
sem sfm
sem smem
sem srm
semeru-bin-11 semeru-bin-17
semeru-bin-11 semeru-bin-21
semeru-jre-bin-11 semeru-jre-bin-17
semeru-jre-bin-11 semeru-jre-bin-21
semtools setools
send sent
send senv
send serd
send snd
sent senv
senv tenv
sequoia-sop sequoia-sqop
sequoia-sq sequoia-sqv
serd serf
serd sord
seren seyren
serf surf
serf werf
serie serve
serve servo
sesh sish
sesh sqsh
sesh tesh
setroot xsetroot
sexp sexpp
sfm sfml
sfm sfz
sfm shfm
sfm srm
sfxr soxr
shab shaq
shark spark
shark tshark
shc shh
shc sic
shc smc
shc src
shc stc
shc swc
shfm shfmt
shh swh
shishi shisho
shiv sxiv
shogun shotgun
shore snore
shtk sptk
shutter stutter
sic sif
sic sig
sic sil
sic sit
sic smc
sic src
sic stc
sic swc
sif sift
sif sig
sif sil
sif sit
sift sit
sift swift
sift syft
sig sigi
sig sil
sig sit
sig sng
sig stig
sig swig
sig tig
sig zig
sigal sigil
sigi sigil
sigi siji
sigil siril
sil sile
sil silx
sil sit
sil sl
sil soil
sil spl
sil suil
sile silx
sile smile
sile zile
simh sish
simpleBluez simplebluez
sinit sirit
sinit xinit
sinit zinit
sirial siril
siril sirit
sirit spirit
sish sqsh
sit spit
sit srt
sit st
sit stt
sit swt
sit vit
skia skim
skim swim
sl sly
sl so
sl spl
sl sq
sl st
sl su
sl sx
slack slacky
slack slock
slack smack
slack stack
slade spade
slang vlang
slob sloc
slob slop
sloc slock
sloc slop
slock tlock
slock vlock
slock wlock
slurm slurp
smack stack
smag smap
smag smug
smag stag
smag xmag
smap umap
smap zmap
smc smu
smc src
smc stc
smc swc
smenu wmenu
smenu xmenu
smlfmt smlfut
smpeg smpeg2
smplayer splayer
smu smug
smu sou
smu stu
smu su
smu svu
snappy swappy
snd sng
snd snid
snid snip
snid snis
snip snis
snip snzip
snip spip
snip szip
snippetexpander snippetexpanderd
snippetexpander snippetexpanderx
snippetexpanderd snippetexpanderx
snore snort
snort snort2
snow stow
snow xsnow
snow zsnow
snzip szip
snzip unzip
so soi
so sou
so sov
so sox
so sq
so st
so su
so sx
so xo
so yo
soci soi
soci sozi
sogo somo
sogo svgo
soi soil
soi sou
soi sov
soi sox
soi sozi
soil suil
soju sou
soju sozu
sol2 solc
solc sqlc
somo sumo
sonata sonota
sone sope
sone stone
sone tone
sope sops
soqt soxt
sord sword
sou sov
sou sox
sou sozu
sou stu
sou su
sou svu
soundconverter soundkonverter
source-han-sans-vf-otf source-han-sans-vf-ttf
source-han-serif-vf-otf source-han-serif-vf-ttf
sov sox
sox soxr
sox soxt
sox svox
sox sx
sox wox
soxr soxt
sozi sozu
spacer stacer
spade spades
spandsp spandsp3
spark spark3
spark spark4
spark3 spark4
sparse tparse
spdk spek
spdk sptk
spedread speedread
speed-dreams speed_dreams
spek sptk
spice spicy
spice spike
spice spire
spider spyder
spike spire
spin spip
spin spit
spip spit
spip szip
spire spyre
spit spot
spl spla
spl spr
spla splat
splat splot
splint sqlint
splint svlint
splot spot
spotify spotifyd
spr xpr
sq st
sq su
sq sx
sq xq
sq yq
sq zq
sqlc sqlcl
sqlc sqld
sqlc sqlmc
sqlc sqls
sqld sqls
sqlint svlint
sqlite vsqlite
sqls svls
sr2t srt
src srm
src srt
src ssrc
src stc
src swc
src zrc
src-cli stc-cli
srm srt
srt srtp
srt st
srt stt
srt swt
srtp sstp
srtp stp
ssh-openpgp-auth sshd-openpgp-auth
sshfs sshs
sshm sshs
sshm sshx
sshs sshx
sshs ssss
sssd ssss
sstp stp
ssw stw
ssw xsw
st sta
st stb
st stc
st stp
st stt
st stu
st stw
st su
st swt
st sx
st t
st tt
st ut
st wt
st xst
sta stag
sta star
sta stax
sta stb
sta stc
sta stp
sta stt
sta stu
sta stw
stack stacks
stack stacs
stack steck
stacks stacs
stacs stats
stag star
stag stax
stag stig
stag stog
stagit stgit
stanc starc
stanc stenc
star starc
star stax
star sttr
statik statix
stax styx
stb stc
stb stp
stb stt
stb stu
stb stw
stc stp
stc stt
stc stu
stc stw
stc swc
stdenvNoLibc stdenvNoLibs
steamcontroller streamcontroller
stig stog
stig swig
stig tig
stog stow
stone tone
storcli storcli2
stork storm
stow stown
stow stw
stow xstow
stp stt
stp stu
stp stw
stp svp
stp ttp
strace stract
strace xtrace
strawberry-qt5 strawberry-qt6
stt sttr
stt stu
stt stw
stt swt
stt tt
stt ytt
stu stun
stu stw
stu su
stu svu
stu tu
stunnel stunner
stunnel wstunnel
su svu
su sx
su tu
sublime sublime3
sublime sublime4
sublime3 sublime4
sublime3-dev sublime4-dev
sudo sumo
sumo sums
sums ums
sunpaper unpaper
super superd
superTux supertux
svkbd wvkbd
svkbd xvkbd
svp svu
svp vp
swagger-codegen swagger-codegen3
sway swayr
swayidle wayidle
swaylock waylock
swayws swaywsr
swc swh
swc swt
swc uwc
swego wego
swh swt
swift-format swiftformat
swig swig4
swig swim
swt wt
sx tsx
sx yx
sx zx
sync usync
sync zsync
syncthing-tray syncthingtray
syntax syntex
system systemc
system systemd
systemc systemd
systemd systemfd
szip zip
t t3
t td
t tf
t tg
t tk
t tm
t ts
t tt
t tu
t tv
t ty
t tz
t ut
t wt
t-rec t-rex
t1lib tdlib
t1lib trlib
t1lib tslib
t3 td
t3 tf
t3 tg
t3 tk
t3 tm
t3 ts
t3 tt
t3 tu
t3 tv
t3 ty
t3 tz
t3 z3
ta-lib taglib
tab tbb
tab tcb
tab tdb
tabiew tabview
tabview tapview
taco taro
taizen tamzen
tali talm
tali taxi
tana tang
tana tanka
tana tuna
tang tango
tang ting
taro tart
tart tarts
tasks tasksh
taskwarrior taskwarrior2
taskwarrior taskwarrior3
taskwarrior2 taskwarrior3
tatl ttl
tbb tbe
tbb tcb
tbb tdb
tbe tie
tbe tre
tboot toot
tbox wbox
tbtools tytools
tcat wtcat
tcat xcat
tcb tcl
tcb tdb
tcl tcld
tcl tclx
tcl tdl
tcl tml
tcl ttl
tcl ucl
tcl8Packages tcl9Packages
tcl8Packages tclPackages
tcl9Packages tclPackages
tcld tclx
tclint tflint
tcptrace tcptrack
tcsh tesh
tcsh vcsh
td tdb
td tdf
td tdl
td ted
td tf
td tg
td tk
td tm
td ts
td tt
td tu
td tv
td ty
td tz
td xd
tdb tdf
tdb tdl
tdb tidb
tdf tdl
tdf tdnf
tdf tf
tdf tlf
tdf trf
tdl tml
tdl ttdl
tdl ttl
tdlib trlib
tdlib tslib
tea ted
tea tet
tea tev
tea tla
tea twa
teamspeak5_client teamspeak_client
ted tet
ted tev
ted xed
ted yed
ted zed
telepresence telepresence2
teler teller
templ tempo
templ tepl
temurin-bin-11 temurin-bin-17
temurin-bin-11 temurin-bin-21
temurin-bin-21 temurin-bin-23
temurin-bin-21 temurin-bin-24
temurin-bin-21 temurin-bin-25
temurin-bin-23 temurin-bin-24
temurin-bin-23 temurin-bin-25
temurin-bin-24 temurin-bin-25
temurin-jre-bin-11 temurin-jre-bin-17
temurin-jre-bin-11 temurin-jre-bin-21
temurin-jre-bin-21 temurin-jre-bin-23
temurin-jre-bin-21 temurin-jre-bin-24
temurin-jre-bin-21 temurin-jre-bin-25
temurin-jre-bin-23 temurin-jre-bin-24
temurin-jre-bin-23 temurin-jre-bin-25
temurin-jre-bin-24 temurin-jre-bin-25
tensor xtensor
tenv tev
tenv tfenv
tere there
tere tre
termirs termius
termusic ytermusic
terraform-ls terraform-lsp
tesseract tesseract3
tesseract tesseract4
tesseract tesseract5
tesseract3 tesseract4
tesseract3 tesseract5
tesseract4 tesseract5
tet tev
tet tgt
tet tnt
tet tt
tet tut
tet zet
tetris yetris
tev tiv
tev tv
tev wev
tev xev
texinfo texinfo4
texinfo texinfo6
texinfo texinfo7
texinfo4 texinfo6
texinfo4 texinfo7
texinfo6 texinfo7
tf tg
tf tk
tf tlf
tf tm
tf trf
tf ts
tf tt
tf tu
tf tv
tf ty
tf tz
tf wtf
tf xtf
tf zf
tfswitch tgswitch
tfupdate tzupdate
tg tgt
tg tig
tg tk
tg tm
tg ts
tg tt
tg tu
tg tv
tg ty
tg tz
tgpt tgt
tgt tnt
tgt tt
tgt tut
thttpd uhttpd
tie tig
tie time
tie tio
tie tiv
tie tix
tie tre
tig timg
tig ting
tig tio
tig tiv
tig tix
tig zig
tika tipa
tiled tiledb
tiled tilem
tilt tint
timbl tombl
time timer
time timg
timer vimer
timg ting
timg tkimg
timg zimg
tinc ting
tinc tini
tinc tint
tinc tiny
tinc zinc
ting tini
ting tint
ting tiny
tini tint
tini tiny
tint tint2
tint tinty
tint tiny
tint tnt
tint zint
tint2 tinty
tinty tiny
tiny tony
tinywl tinywm
tinyxml tinyxml2
tinyxml-2 tinyxml2
tio tiv
tio tix
tio wio
tiv tix
tiv tv
tix trx
tix tsx
tix vix
tix zix
tk tm
tk ts
tk tt
tk tu
tk tv
tk ty
tk tz
tk vtk
tk wtk
tk zk
tkmm ukmm
tla tlf
tla tlp
tla twa
tla xla
tlclient tlsclient
tldr tldx
tldx tlsx
tlf tlp
tlf trf
tlock vlock
tlock wlock
tlp ttp
tlp tup
tlsx tsx
tm tml
tm ts
tm tt
tm tu
tm tv
tm tvm
tm twm
tm ty
tm tym
tm tz
tm utm
tm vtm
tmate zmate
tml ttl
tml wml
tmpi tpi
tmux tmuxp
tnt tt
tnt tut
tofi wofi
tofi yofi
tomat tomcat
tomb tombi
tomb tombl
tombi tombl
tomcat tomcat9
tomcat10 tomcat11
tome2 tome4
tone tony
tor tora
tor txr
tor yor
tpm-tools tpm2-tools
tptp ttp
tractor traitor
trak tran
transmission_3-gtk transmission_4-gtk
transmission_3-qt transmission_4-qt
transmission_4-qt transmission_4-qt5
transmission_4-qt transmission_4-qt6
transmission_4-qt5 transmission_4-qt6
tre tree
tre trf
tre trx
tre try
tre xre
tree ytree
treefmt treefmt2
trezor-agent trezor_agent
trf trx
trf try
triton tryton
trlib tslib
trurl twurl
trx try
trx tsx
trx urx
try ty
tryton trytond
ts tsx
ts tt
ts tts
ts tu
ts tv
ts ty
ts tz
ts zs
tsid tsidp
tt ttl
tt ttp
tt tts
tt tu
tt tut
tt tv
tt ty
tt tz
tt ut
tt wt
tt ytt
ttags ztags
ttdl ttl
ttl ttp
ttl tts
ttl xtl
ttop ttp
ttp tts
ttp tup
ttyper ttypr
ttyper typer
ttypr typr
tu tuc
tu tup
tu tut
tu tv
tu ty
tu tz
tuba tuna
tuc tup
tuc tut
tulip zulip
tuned tuner
tuner xtuner
tup tut
tup up
turbo turso
tusd tusk
tut ut
tv tvm
tv ty
tv tz
tv uv
tv wv
tv xv
tvm twm
tvm tym
tvm zvm
twa twm
twine wine
twm twmn
twm tym
twm vwm
ty tym
ty tz
tym vym
typer typr
typer vyper
typst-fmt typstfmt
tz xz
u2ps ups
ua uae
ua up
ua ut
ua uv
ua xa
uade uae
uasm uwsm
uasm wasm
uasm yasm
uasm zasm
ubase xbase
ubootNanoPCT4 ubootNanoPCT6
ubootOrangePi3 ubootOrangePi3B
ubootOrangePi3 ubootOrangePi5
ubootOrangePiZero ubootOrangePiZero2
ubootOrangePiZero ubootOrangePiZero3
ubootOrangePiZero2 ubootOrangePiZero3
ubootRaspberryPi ubootRaspberryPi2
ubootRaspberryPi3_32bit ubootRaspberryPi4_32bit
ubootRaspberryPi3_64bit ubootRaspberryPi4_64bit
ubootRockPi4 ubootRockPiE
ubpm utpm
ucc ucg
ucc uci
ucc ucl
ucc ucx
ucc uwc
ucc wcc
ucg uci
ucg ucl
ucg ucx
ucg vcg
uci ucl
uci ucx
uci uni
uci uri
ucl ucx
ucx upx
ucx urx
udict ydict
udisks udisks2
udns zdns
udocker undocker
udpt udpx
udpx upx
uftp uftpd
uftp unftp
uget ugit
uget wget
ugit ungit
ugit unit
ugm ugs
ugm uim
ugm uqm
ugm utm
ugrep vgrep
ugs ums
ugs ups
uhd uhdm
uim uqm
uim utm
uim vim
uim zim
uisp visp
umap zmap
umr ums
ums ups
unar unarc
unar unrar
unbound upbound
unconvert xnconvert
ungit unit
uni unit
uni unp
uni uri
unicap unimap
uniex untex
unifi unify
unimap uwimap
unit units
unit zunit
unp up
unzip unzrip
up ups
up upx
up ut
up uv
up vp
ups upx
ups zps
upx urx
uqm uqmi
uqm utm
urh uri
urh urn
urh uro
urh urx
uri urn
uri uro
uri urx
urn uro
urn urx
urn uxn
uro urx
usbmuxd usbmuxd2
usbrelay usbrelayd
useGoldLinker useMoldLinker
usync zsync
ut utm
ut uv
ut wt
utf8cpp utfcpp
util-linux utillinux
util-macros utilmacros
utm utpm
utm vtm
uv wv
uv xv
uzdoom zdoom
v2ray v2raya
v2ray v2rayn
v2raya v2rayn
vala vale
vala vals
vale vals
vals vuls
vapoursynth-nnedi3 vapoursynth-znedi3
varnish60 varnish80
varnish60Packages varnish80Packages
vault vaults
vc vcg
vc vcs
vc vlc
vc vp
vc xc
vcal vial
vcftools xcftools
vcg vcs
vcmi vcsi
vcs vcsh
vcs vcsi
vcs vhs
vcs vis
vcs vpcs
vcsh vcsi
vcsh vsh
vdo vdr
vdo xdo
vdr vndr
venta vesta
vep vp
vep vpp
veriT verit
vertcoin vertcoind
vhs vis
via vial
via vim
via vis
via vit
via viu
via viw
via vix
via vja
vial vital
vial vixl
viber vimer
vice vite
vice vsce
vieb vimb
vifm vim
vifm-full vim-full
vim vimb
vim vimv
vim vis
vim vit
vim viu
vim viw
vim vix
vim vtm
vim vwm
vim vym
vim zim
vimb vimv
vips vis
vis visp
vis vit
vis viu
vis viw
vis vix
vista-fonts vistafonts
vista-fonts-chs vista-fonts-cht
vista-fonts-chs vistafonts-chs
vista-fonts-cht vistafonts-cht
vistafonts-chs vistafonts-cht
vit vite
vit viu
vit viw
vit vix
vite vte
vitejs vitess
viu viw
viu vix
viu xiu
viw vix
vix vixl
vix zix
vixl vxl
vk-cli vt-cli
vkBasalt vkbasalt
vlagent vmagent
vlan vlang
vlc wlc
vlock wlock
volk volt
volt volta
volta vorta
voms vors
vp vpp
vp vpv
vpp vpv
vpp zpp
vsh zsh
vte vtk
vte vtm
vte vue
vtk vtm
vtk wtk
vtkWithQt5 vtkWithQt6
vtm vwm
vtm vym
vue vul
vul vuls
vul vxl
vulnix vulnx
vwm vym
w3m wpm
w_scan w_scan2
w_scan wpscan
wad waf
wad yad
waf wtf
walk wall
wall wally
wamr wamrc
wapm wapp
wapm wasm
wapm wavm
wapm wpm
wapp warp
wapp xapp
warp warpd
warp yarp
wasm wasm3
wasm wasmi
wasm wavm
wasm yasm
wasm zasm
wasm3 wasmi
watchdog watchdogd
watchdog watchlog
wayland xwayland
wayv wayvr
wbg wkg
wbox wox
wcalc xcalc
wcc wlc
wcc wxc
wch-isp wchisp
wdfs wmfs
wdiff ydiff
wdt wt
weather weathr
webdav webdev
webfs webos
wechat weechat
wego wgo
wev wv
wev xev
wfuzz wuzz
wget wget2
wgo wio
whipper whisper
whisper whispers
whisper whisperx
whispers whisperx
wibo wio
wike wine
wike wipe
wike wire
wike woke
wild wily
winbox winbox3
winbox winbox4
winbox3 winbox4
wine wipe
wine wire
wine zine
wipe wiper
wipe wire
wiper wizer
wire wired
wlay wslay
wlc wlcs
wlc wxc
wlink xlink
wmderland wmderlandc
wmenu xmenu
wml wol
wob wol
wob wox
wob xob
wofi yofi
wol wox
woof wooz
wrapGAppsHook wrapGAppsHook3
wrapGAppsHook wrapGAppsHook4
wrapGAppsHook3 wrapGAppsHook4
wrk wrk2
wrk wtk
wsjtx wsjtz
wt wt4
wt wtf
wt wtk
wt wv
wt4 wtf
wt4 wtk
wtf wtk
wtf xtf
wv wv2
wv xv
wvkbd xvkbd
wxGTK31 wxGTK32
wxGTK31 wxGTK33
wxGTK32 wxGTK33
wxc xc
x16 xk6
x264 x265
x4 xa
x4 xc
x4 xd
x4 xe
x4 xh
x4 xo
x4 xq
x4 xv
x4 xz
xa xan
xa xar
xa xc
xa xca
xa xd
xa xe
xa xh
xa xla
xa xo
xa xq
xa xv
xa xz
xan xar
xan xen
xaos xavs
xaos xsos
xar xbar
xar xfr
xar xpar
xar xpr
xavs xavs2
xbar xpar
xbar zbar
xbill xkill
xc xca
xc xcd
xc xcp
xc xd
xc xe
xc xgc
xc xh
xc xo
xc xq
xc xv
xc xz
xca xcat
xca xcd
xca xcp
xca xla
xcb-proto xcbproto
xcd xcp
xcd xcwd
xcd xd
xcd xed
xcd xfd
xcd xld
xcd xwd
xcd xxd
xcp xcpc
xcp xmcp
xcp xmp
xcursor-themes xcursorthemes
xcwd xwd
xcwd ycwd
xd xdm
xd xdo
xd xe
xd xed
xd xfd
xd xh
xd xld
xd xo
xd xq
xd xv
xd xwd
xd xxd
xd xz
xdelta zdelta
xdm xdo
xdm xsm
xdo xdot
xdo xo
xdotool ydotool
xe xed
xe xee
xe xen
xe xev
xe xfe
xe xh
xe xo
xe xq
xe xre
xe xv
xe xz
xed xee
xed xen
xed xev
xed xevd
xed xfd
xed xld
xed xwd
xed xxd
xed yed
xed zed
xed-editor zed-editor
xee xen
xee xev
xee xeve
xee xfe
xee xnee
xee xre
xee zee
xen xev
xev xevd
xev xeve
xev xv
xevd xeve
xeve xteve
xf86-video-i128 xf86-video-r128
xf86videoi128 xf86videor128
xf86videomga xf86videotga
xfce xfe
xfce xyce
xfd xfe
xfd xfr
xfd xfs
xfd xld
xfd xwd
xfd xxd
xfe xfel
xfe xfr
xfe xfs
xfe xre
xfel xsel
xfr xfs
xfr xpr
xfs zfs
xh xo
xh xq
xh xv
xh xxh
xh xz
xhost xhosts
xinit zinit
xinput-calibrator xinput_calibrator
xkbd xnbd
xkbd xvkbd
xkeyboard-config xkeyboard_config
xkeyboard-config xkeyboardconfig
xkeyboard-config_custom xkeyboardconfig_custom
xkeyboard_config xkeyboardconfig
xla xld
xld xwd
xld xxd
xld zld
xlog xlogo
xlog zlog
xmag xmage
xmage xmake
xmcp xmp
xmlto xmoto
xo xob
xo xq
xo xv
xo xz
xo yo
xorg-docs xorgdocs
xorg-server xorgserver
xoscope xscope
xosview xosview2
xpad xpar
xpar xplr
xpar xpr
xplr xpr
xpr xpra
xq xrq
xq xv
xq xz
xq yq
xq zq
xrdb xrdp
xre xrq
xsct xset
xsct xst
xsel xset
xset xst
xsm xst
xsm xsw
xsnow xstow
xsnow zsnow
xsok xsos
xst xsw
xtf xtl
xv xz
xwd xwud
xwd xxd
xxHash xxhash
xxd xxh
xzgv zgv
xzoom zoom
yaak yank
yabai yabar
yabar yambar
yacas yatas
yad yadm
yad yai
yad yap
yad yas
yad yay
yad yed
yadm yasm
yai yap
yai yas
yai yay
yai yazi
yai yi
yams yas
yams yaws
yap yapf
yap yarp
yap yas
yap yaup
yap yay
yap zap
yarGen yargen
yara yarg
yara yarn
yara yarp
yara yarr
yarg yarn
yarg yarp
yarg yarr
yarg yaxg
yarn yarp
yarn yarr
yarn-berry_3-fetcher yarn-berry_4-fetcher
yarp yarr
yarp yaup
yarr yasr
yas yash
yas yasm
yas yasr
yas yaws
yas yay
yash yasm
yash yasr
yasm yasr
yasm zasm
yatto yutto
yb yi
yb yj
yb yo
yb yq
yb yx
ycmd ycwd
yed yek
yed zed
yffi yofi
yi yj
yi yo
yi yq
yi yx
yi zi
yj yo
yj yq
yj yx
yo yor
yo yq
yo yx
yoda yodl
yq yx
yq zq
yt-dlg yt-dlp
yx zx
z3 zf
z3 zi
z3 zk
z3 zq
z3 zs
z3 zx
zabbix60 zabbix70
zabbix70 zabbix72
zabbix70 zabbix74
zabbix72 zabbix74
zap zat
zap zaz
zap zfp
zap zip
zap zmap
zap zpp
zapret zapret2
zat zaz
zat zet
zaz zzz
zbar zkar
zdoom zoom
zeal-qt5 zeal-qt6
zed zee
zed zef
zed zet
zed zld
zed zod
zee zeek
zee zef
zee zet
zef zet
zef zf
zenith zenity
zeno zenoh
zeromq zeromq4
zf zfp
zf zfs
zf zi
zf zk
zf zq
zf zs
zf zx
zfp zfs
zfp zip
zfp zpp
zfs zls
zfs zps
zfs zs
zgv zsv
zi zig
zi zim
zi zip
zi zix
zi zk
zi zq
zi zs
zi zx
zig zim
zig zimg
zig zip
zig zix
zig zug
zile zine
zim zimg
zim zip
zim zix
zim zvm
zinc zine
zinc zint
zinc znc
zine zint
zinit zint
zinit zunit
zint zlint
zip zix
zip zpp
zita-ajbridge zita-njbridge
zix zx
zk zq
zk zs
zk zx
zld zls
zld zod
zls zps
zls zs
znc zrc
zpaq zpaqd
zpp zps
zps zs
zq zs
zq zx
zs zsh
zs zsv
zs zx
zsh zssh
zsh zsv
zsh-bd zsh-wd
zsnes zsnes2
zsync zsync2
zug zuo
zulu zulu8
zulu11 zulu17
zulu11 zulu21
zulu21 zulu23
zulu21 zulu24
zulu21 zulu25
zulu23 zulu24
zulu23 zulu25
zulu24 zulu25
